AuthorID,AuthorName,Afilliation
32764,Ianthe,Transportation Services
21085,Jacquette,Metal Fabrications
27762,Xena,Real Estate Investment Trusts
22439,Courtenay,Property-Casualty Insurers
90733,April,Other Specialty Stores
36952,Monah,Radio And Television Broadcasting And Communications Equipment
37262,Harold,Real Estate Investment Trusts
37560,Christean,Major Banks
16686,Lida,n/a
56323,Tonnie,Transportation Services
40982,Claudina,Consumer Specialties
63001,Kelcy,n/a
50305,Rusty,n/a
59261,Pegeen,Precious Metals
41550,Maris,Electrical Products
26214,Svend,Industrial Specialties
46811,Arte,n/a
76938,Ortensia,Industrial Specialties
17094,Bobbe,Real Estate Investment Trusts
71119,Emlyn,Business Services
43789,Audrie,n/a
94172,Bram,Television Services
49402,Andrej,Marine Transportation
83868,Dukie,Business Services
18716,Chan,n/a
57382,Bone,n/a
75423,Mollee,Biotechnology: Laboratory Analytical Instruments
26556,Sadye,Broadcasting
78386,Analiese,Major Pharmaceuticals
80615,Dita,Telecommunications Equipment
60555,Alleyn,Other Consumer Services
81393,Jule,Restaurants
58403,Claire,Major Pharmaceuticals
30713,Averell,Major Banks
78931,Tess,Major Banks
16255,Lemar,Real Estate Investment Trusts
90454,Aldridge,n/a
36453,Pam,Precious Metals
49801,Ashli,n/a
17060,Franchot,n/a
65612,Gage,Diversified Commercial Services
56854,Gabriellia,Major Banks
90994,Kelsey,Industrial Machinery/Components
59119,Clair,Automotive Aftermarket
71444,Bobette,Major Banks
80542,Siffre,Major Banks
11044,Witty,Banks
47578,Killy,Other Consumer Services
56669,Yettie,n/a
32514,Sarena,Major Pharmaceuticals
15912,Archibold,Auto Parts:O.E.M.
71603,Irene,Biotechnology: Biological Products (No Diagnostic Substances)
25591,Lawrence,n/a
84174,Ozzy,Diversified Commercial Services
22130,Xaviera,Savings Institutions
69858,Dana,n/a
59910,Rosaline,n/a
78426,Maisie,n/a
68480,Rheta,Major Banks
31665,Tommy,n/a
33152,Tammie,Business Services
57038,Blanche,Water Supply
41732,Gabbie,Air Freight/Delivery Services
47546,Vi,Forest Products
21737,Minerva,n/a
49236,Perle,Industrial Machinery/Components
41864,Roth,"Computer Software: Programming, Data Processing"
84197,Carlyle,Major Pharmaceuticals
28351,Krystle,Major Pharmaceuticals
11387,Sigismond,n/a
46635,Natty,Major Chemicals
68373,Derrick,Metal Fabrications
71630,Dore,n/a
73182,Emmye,n/a
91141,Serene,n/a
19463,Seth,Medical/Dental Instruments
83810,Matthias,Business Services
56953,Ahmed,Major Pharmaceuticals
50577,James,Commercial Banks
89762,Hercules,Real Estate Investment Trusts
35302,Charmian,Steel/Iron Ore
55286,Emery,Television Services
28161,Bambi,Motor Vehicles
14410,Honor,Major Banks
29411,Aurlie,EDP Services
20450,Frannie,n/a
92208,Else,Real Estate Investment Trusts
43555,Malissia,Major Pharmaceuticals
62586,Charita,n/a
13298,Aundrea,n/a
30045,Abigael,Major Pharmaceuticals
34615,Arlyne,Integrated oil Companies
24863,Kelsey,Specialty Chemicals
41212,Susannah,Major Pharmaceuticals
92340,Ermentrude,n/a
14075,Derick,Aerospace
12888,Nelia,Business Services
17471,Andrea,n/a
50550,Tammara,Specialty Foods
91137,Kelby,Radio And Television Broadcasting And Communications Equipment
40732,Fallon,Specialty Chemicals
97905,Kati,n/a
97456,Kandy,Life Insurance
30651,Charlton,Electric Utilities: Central
96474,Nita,Electrical Products
93671,Chico,Major Pharmaceuticals
24152,Baron,n/a
73343,Gert,Biotechnology: Biological Products (No Diagnostic Substances)
33786,Kaitlyn,n/a
32758,Kenon,Specialty Insurers
46697,Gun,Biotechnology: Biological Products (No Diagnostic Substances)
56519,Caprice,Apparel
41342,Pen,Major Banks
45710,Melody,Homebuilding
53172,Sandro,Biotechnology: Electromedical & Electrotherapeutic Apparatus
19759,Emelen,Biotechnology: Commercial Physical & Biological Resarch
40401,Thomasine,n/a
60826,Aprilette,Real Estate Investment Trusts
22223,Rubi,Property-Casualty Insurers
13861,Coralie,Oil & Gas Production
57051,Reena,Other Consumer Services
96444,Amara,n/a
33073,Ninetta,Other Pharmaceuticals
15092,Collin,Hotels/Resorts
72275,Alyosha,Restaurants
37495,Darbee,Electronic Components
70211,Dickie,Major Pharmaceuticals
98986,Prue,Natural Gas Distribution
48690,Hagen,n/a
50675,Ellwood,Major Banks
12405,Tammie,n/a
53375,Brand,Medical/Dental Instruments
64925,Alanna,Other Consumer Services
50411,Opal,Metal Fabrications
29106,Wally,Marine Transportation
98724,Garreth,Water Supply
53995,Catarina,Business Services
75165,Marj,Professional Services
77648,Audra,Investment Bankers/Brokers/Service
71548,Gretal,n/a
89872,Cy,n/a
34697,Rhetta,Metal Fabrications
66216,Cull,Real Estate
62239,Honey,n/a
79630,Daisi,Office Equipment/Supplies/Services
44218,Obadias,n/a
19259,Allyson,Oilfield Services/Equipment
43698,Barby,n/a
29381,Moshe,Metal Fabrications
41243,Virgie,n/a
27757,Roxanna,Integrated oil Companies
97824,Nanon,Major Banks
16178,Phineas,Fluid Controls
27440,Hildegarde,Savings Institutions
66313,Blythe,Oil & Gas Production
90825,Barnett,Major Pharmaceuticals
44337,Morissa,Business Services
38077,Filip,EDP Services
11884,Philly,Computer Software: Prepackaged Software
64016,Melitta,n/a
91727,Diena,Computer Manufacturing
29537,Talyah,Major Banks
61571,Rennie,Farming/Seeds/Milling
55537,Obediah,Ordnance And Accessories
45286,Lynn,Diversified Electronic Products
39456,Tabina,Biotechnology: Biological Products (No Diagnostic Substances)
10473,Alphard,Computer peripheral equipment
23492,Aland,Major Pharmaceuticals
94859,Branden,Broadcasting
64298,Prince,Hotels/Resorts
35338,Thorsten,Other Specialty Stores
69824,Leanna,Natural Gas Distribution
13738,Bale,Catalog/Specialty Distribution
86609,Giulio,Radio And Television Broadcasting And Communications Equipment
25425,Alys,Medical/Dental Instruments
96624,Ricky,Business Services
15671,Nanice,Life Insurance
71042,Ara,General Bldg Contractors - Nonresidential Bldgs
54132,Nanni,Computer Software: Prepackaged Software
92408,Lauren,Investment Bankers/Brokers/Service
32134,Caril,RETAIL: Building Materials
12483,Cherilynn,Radio And Television Broadcasting And Communications Equipment
30983,Hartley,Major Banks
53579,Marthe,Major Pharmaceuticals
68797,Louise,Real Estate Investment Trusts
25911,Yorgos,n/a
88410,Trista,Environmental Services
22252,Jock,Precious Metals
70844,Bruce,Investment Bankers/Brokers/Service
75800,Lorelle,n/a
85718,Ezekiel,Major Pharmaceuticals
78649,Nixie,Telecommunications Equipment
87760,Brendis,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
83123,Virgie,Industrial Machinery/Components
68843,Ryan,Biotechnology: Biological Products (No Diagnostic Substances)
20611,Crawford,Biotechnology: Biological Products (No Diagnostic Substances)
90355,Kellen,EDP Services
25830,Bald,n/a
24631,Tisha,n/a
27372,Gizela,Retail: Computer Software & Peripheral Equipment
98902,Osbourn,Marine Transportation
94244,Helli,Business Services
79538,Liva,n/a
87415,Masha,Real Estate Investment Trusts
67118,Rutger,Building Materials
28598,Gus,Movies/Entertainment
40230,Reggie,EDP Services
41491,Devonne,Steel/Iron Ore
31006,Burtie,Oil Refining/Marketing
93174,Timi,Oil & Gas Production
64117,Randy,n/a
45841,Nicolea,Major Banks
81798,Monika,Property-Casualty Insurers
30837,Sharon,n/a
66502,Pepillo,n/a
79033,Korrie,EDP Services
93349,Christoper,Containers/Packaging
37082,Raye,Oil & Gas Production
13136,Loren,Telecommunications Equipment
12874,Amalle,Semiconductors
58171,Link,Business Services
61119,Seumas,Commercial Banks
32078,Cornelia,Diversified Commercial Services
84837,Antonietta,Savings Institutions
27402,Flor,Major Banks
30449,Currie,Medical/Dental Instruments
31781,Garfield,Industrial Machinery/Components
27190,Wittie,n/a
31909,Audrey,Major Pharmaceuticals
56137,Junina,Auto Parts:O.E.M.
48505,Clifford,Banks
77071,Jeromy,Industrial Specialties
53453,Jess,Computer Software: Prepackaged Software
97122,Emory,n/a
74351,Phaedra,Property-Casualty Insurers
53822,Loydie,Major Pharmaceuticals
49389,Mead,Investment Bankers/Brokers/Service
97621,Cozmo,n/a
13376,Jyoti,Major Pharmaceuticals
86325,Rosabella,n/a
14583,Francis,Integrated oil Companies
90556,Tatiania,n/a
15022,Morgan,Major Banks
49675,Joyce,EDP Services
65858,Eduard,Other Consumer Services
34997,Moritz,Medical/Nursing Services
92432,Ive,Electric Utilities: Central
36653,Roxanne,Specialty Insurers
16560,Lita,Natural Gas Distribution
19767,Ebony,Investment Bankers/Brokers/Service
80495,Dedie,Biotechnology: Laboratory Analytical Instruments
59010,Peggi,Biotechnology: Biological Products (No Diagnostic Substances)
88779,Kaye,Package Goods/Cosmetics
28869,Bamby,Telecommunications Equipment
74977,Garald,Automotive Aftermarket
64369,Gordon,n/a
17361,Pierce,Major Banks
66633,Corly,Industrial Machinery/Components
90124,Arvin,Biotechnology: Biological Products (No Diagnostic Substances)
51890,Homere,Biotechnology: Biological Products (No Diagnostic Substances)
65956,Gunther,Industrial Machinery/Components
35469,Karmen,Hotels/Resorts
16781,Emma,n/a
14571,Nelie,Major Banks
47065,Noach,Electric Utilities: Central
68276,Wenda,n/a
22468,Olly,Hotels/Resorts
66449,Ryley,Coal Mining
50809,Tiffanie,n/a
91797,Nevil,Telecommunications Equipment
52285,Cristian,Multi-Sector Companies
79468,Tadeo,Packaged Foods
63641,Phyllys,Major Banks
31576,Sasha,Business Services
14134,Suzi,Major Pharmaceuticals
76291,Carina,EDP Services
59152,Lalo,Medical/Nursing Services
33886,Myra,Fluid Controls
68827,Curtice,Multi-Sector Companies
60789,Aleece,Real Estate Investment Trusts
38681,Rona,Integrated oil Companies
62754,Jackie,"Computer Software: Programming, Data Processing"
43878,Dan,Environmental Services
79644,Denis,Railroads
50460,Sonnnie,Other Specialty Stores
10117,Marwin,Finance: Consumer Services
27451,Chase,Auto Manufacturing
75991,Keeley,Investment Managers
58575,Ado,Hotels/Resorts
85010,Darnell,n/a
82264,Arleta,Property-Casualty Insurers
27193,Lani,Medical Specialities
81892,Salli,Telecommunications Equipment
87896,Web,Life Insurance
77605,Hildagarde,Water Supply
75677,Bax,Diversified Financial Services
28988,Shawna,Savings Institutions
11562,Garald,Major Pharmaceuticals
32062,Cara,Finance: Consumer Services
25953,Brigit,"Computer Software: Programming, Data Processing"
96420,Cameron,Life Insurance
76069,Leanna,Telecommunications Equipment
33525,Jewelle,Telecommunications Equipment
83963,Chip,Medical Specialities
68825,Ardis,Real Estate Investment Trusts
79017,Heall,Catalog/Specialty Distribution
76148,Aylmar,Oilfield Services/Equipment
97336,Jeanne,n/a
89917,Parnell,Television Services
95948,Eddie,n/a
20229,Gallagher,Major Pharmaceuticals
14138,Auguste,Computer Software: Prepackaged Software
36793,Gerhard,Computer Software: Prepackaged Software
88803,Estel,EDP Services
42545,Maison,n/a
23894,Kissie,n/a
43036,Penni,Home Furnishings
90487,Fern,Marine Transportation
55633,Osbourn,Power Generation
62953,Sibeal,Computer Software: Prepackaged Software
72340,Constancy,Industrial Machinery/Components
38933,Benedikt,Computer Software: Prepackaged Software
79798,Kermy,Investment Bankers/Brokers/Service
61303,Franky,Investment Bankers/Brokers/Service
11133,Fremont,Industrial Machinery/Components
15129,Octavia,Diversified Commercial Services
79576,Rubia,Precious Metals
32799,Luigi,n/a
94752,Cherilyn,Savings Institutions
96124,Diann,Real Estate
33638,Dalston,Consumer Electronics/Appliances
90140,Parker,Industrial Machinery/Components
39791,Miran,Movies/Entertainment
21631,Janifer,Oil Refining/Marketing
33926,Karim,n/a
40502,Damara,Beverages (Production/Distribution)
13799,Ernestus,n/a
79541,Maryl,Major Pharmaceuticals
30519,Gaynor,Electrical Products
69862,Dolores,Real Estate Investment Trusts
64985,Fleurette,Major Pharmaceuticals
91915,Richart,Major Pharmaceuticals
87419,Hal,Auto Manufacturing
19042,Wolfgang,Major Banks
78417,Loella,Services-Misc. Amusement & Recreation
93491,Beck,n/a
45613,Mari,Hospital/Nursing Management
19187,Rozamond,Metal Fabrications
98342,Deana,Investment Managers
59938,Willabella,Computer Software: Prepackaged Software
68446,Cassie,n/a
72435,Emmye,Business Services
16763,Leland,Hotels/Resorts
55136,Selia,Savings Institutions
27513,Dorthy,Integrated oil Companies
68043,Ron,n/a
11768,Stillmann,n/a
48600,Kaia,Major Pharmaceuticals
72631,Jakie,Building Products
96085,Roxi,Major Banks
29370,Daisy,Homebuilding
37985,Rupert,Major Chemicals
91810,Bertie,Major Banks
80939,Micheline,Major Banks
40826,Lucille,Property-Casualty Insurers
97720,Yancy,Real Estate Investment Trusts
26753,Dame,n/a
26710,Derick,Computer Software: Prepackaged Software
92819,Witty,Home Furnishings
38356,Loren,Biotechnology: Biological Products (No Diagnostic Substances)
60919,Malynda,EDP Services
46431,Galen,n/a
76480,Mattias,Major Banks
17060,Abbe,Marine Transportation
28524,Isak,Food Distributors
76869,Belicia,Semiconductors
40349,Ignatius,n/a
54537,Kenneth,Steel/Iron Ore
70490,Rozalin,n/a
77773,Sidonia,Real Estate
75315,Caterina,Major Pharmaceuticals
36348,Isahella,Major Pharmaceuticals
86406,Ailbert,n/a
67157,Kippie,Farming/Seeds/Milling
27458,Adele,Commercial Banks
16227,Tina,Farming/Seeds/Milling
93550,Irena,Oil Refining/Marketing
38978,Tiffanie,Major Banks
35066,Prudi,Advertising
47506,Sadye,n/a
10731,Missy,Business Services
34027,Gilbertina,Auto Manufacturing
63561,Francklyn,Semiconductors
67112,Ali,Automotive Aftermarket
45649,Kathy,Major Pharmaceuticals
42634,Robby,Marine Transportation
96374,Fallon,Investment Managers
44931,Hanson,Major Pharmaceuticals
36038,Chadwick,n/a
93011,Georgeanna,n/a
81325,Alasdair,Computer Software: Prepackaged Software
86628,Christian,n/a
90191,Liva,Investment Bankers/Brokers/Service
14511,Misti,n/a
29156,Brit,Railroads
73800,Chevalier,Agricultural Chemicals
13388,Dick,Telecommunications Equipment
93659,Horst,Agricultural Chemicals
48867,Sidnee,Environmental Services
40876,Derrik,Oil Refining/Marketing
29122,Holden,n/a
69875,Ammamaria,Major Pharmaceuticals
44971,Ty,"Computer Software: Programming, Data Processing"
48965,Erena,Specialty Chemicals
20876,Kerr,Major Banks
55994,Pincas,Major Pharmaceuticals
84579,Babita,Real Estate Investment Trusts
66283,Amelina,Oil & Gas Production
21450,Broderic,Consumer Electronics/Appliances
24656,Hart,Property-Casualty Insurers
75341,Esdras,Investment Bankers/Brokers/Service
19627,Nickolaus,Radio And Television Broadcasting And Communications Equipment
22573,Jacenta,Professional Services
32952,Wolfie,Other Consumer Services
84107,Revkah,n/a
42006,Abigale,Diversified Commercial Services
29593,Herculie,Other Specialty Stores
64231,Kristopher,Containers/Packaging
65684,Basilius,Restaurants
89773,Angie,Biotechnology: In Vitro & In Vivo Diagnostic Substances
99049,Torrey,n/a
94318,Gaylene,n/a
75804,Hastie,Savings Institutions
70301,Madalena,Marine Transportation
91162,Briano,Oil & Gas Production
22754,Rosabelle,Major Pharmaceuticals
71445,Ynes,Telecommunications Equipment
16685,Meghan,n/a
80165,Janos,Computer Software: Prepackaged Software
30779,Thebault,Major Pharmaceuticals
85356,Sabrina,Computer Software: Prepackaged Software
76434,Alisa,Apparel
58554,Laryssa,Major Banks
83741,Lezlie,Electrical Products
21300,Levin,Investment Managers
20615,Valene,Investment Managers
39889,Noe,Real Estate Investment Trusts
22546,Mommy,Finance: Consumer Services
23824,Yehudi,Major Pharmaceuticals
35314,Ruben,Business Services
71120,Carleton,Major Pharmaceuticals
46045,Damien,Television Services
32103,Merilee,Major Pharmaceuticals
95814,Ellynn,n/a
68593,Codee,Oil & Gas Production
33830,Brooke,Major Banks
25046,Daphene,Auto Parts:O.E.M.
29242,Cal,Semiconductors
49957,Jerald,n/a
98321,Clemens,Miscellaneous
60762,Lorry,n/a
45536,Emelia,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
78154,Meagan,Life Insurance
71532,Morly,Biotechnology: Biological Products (No Diagnostic Substances)
82574,Maxie,Biotechnology: Biological Products (No Diagnostic Substances)
23330,Donavon,Professional Services
37601,Taite,Real Estate Investment Trusts
13467,Anson,Electrical Products
51882,Melany,Finance: Consumer Services
74885,Dulcine,RETAIL: Building Materials
28258,Corene,Marine Transportation
93954,Gilligan,Major Pharmaceuticals
62293,Annadiane,Restaurants
80546,Antone,Finance Companies
90436,Caryl,Major Chemicals
26771,Lindy,n/a
26169,Alice,Marine Transportation
44340,Filmore,n/a
27404,Josey,n/a
20384,Clarance,Major Pharmaceuticals
36759,Orelle,n/a
83312,Reina,n/a
32818,Osbourne,Other Specialty Stores
36364,Jordana,Broadcasting
37236,Lyndell,n/a
91040,Stafford,EDP Services
55644,Lonni,Real Estate Investment Trusts
26709,Lory,Major Pharmaceuticals
37338,Bernardine,Medical/Dental Instruments
17447,Lexy,Business Services
10518,Maegan,Commercial Banks
49211,Geoffrey,Telecommunications Equipment
80362,Griffith,Major Pharmaceuticals
16507,Betti,n/a
42580,Sky,Investment Managers
98634,Delphinia,Food Chains
20222,Harris,Major Banks
68431,Halley,Oil & Gas Production
15511,Lizbeth,n/a
19156,Evangelin,n/a
29460,Caria,Clothing/Shoe/Accessory Stores
86473,Annecorinne,Farming/Seeds/Milling
95098,Ulric,Major Chemicals
89373,Miran,Auto Parts:O.E.M.
20655,Heather,Major Pharmaceuticals
75020,Rici,n/a
74215,Ricoriki,Home Furnishings
42179,Teodor,Banks
61690,Ernest,Industrial Machinery/Components
84958,Ulrika,Major Banks
62448,Liuka,n/a
56085,Gerhard,Retail: Computer Software & Peripheral Equipment
87117,Orlando,Oil & Gas Production
75824,Christie,Major Banks
48523,Wanda,Fluid Controls
34089,Dita,Building Materials
90251,Burnaby,Precious Metals
31547,Lissie,Business Services
18965,Ernst,n/a
77533,Caritta,n/a
80600,Robbert,Farming/Seeds/Milling
80156,Jarib,Real Estate Investment Trusts
24260,Briano,Marine Transportation
84675,Linc,Natural Gas Distribution
75137,Shell,n/a
15437,Tally,Biotechnology: In Vitro & In Vivo Diagnostic Substances
68069,Orran,Real Estate Investment Trusts
84980,Audry,Precious Metals
98682,Sallie,Restaurants
51119,Clarette,Oil & Gas Production
25225,Davidde,Television Services
79606,Layney,Marine Transportation
16438,Tracee,Recreational Products/Toys
74285,Rana,Real Estate Investment Trusts
57978,Kial,Restaurants
67331,Cathrine,n/a
81604,Lil,Homebuilding
96018,Johnathon,Major Banks
57114,Sonny,n/a
25926,Halette,Consumer Specialties
81343,Talyah,EDP Services
88849,Delphinia,Oilfield Services/Equipment
41849,Rozanna,Industrial Machinery/Components
40865,Mallorie,Investment Bankers/Brokers/Service
90757,Sabra,Shoe Manufacturing
13422,Crin,Real Estate Investment Trusts
78517,Abbey,n/a
98817,Rikki,n/a
87545,Orelia,Finance: Consumer Services
25523,Sibelle,n/a
16166,Pauly,Semiconductors
85353,Anallise,Computer Software: Prepackaged Software
13255,Adrianne,Major Pharmaceuticals
78036,Aggy,Major Pharmaceuticals
67134,Conny,n/a
87645,Nathanil,Power Generation
24715,Duky,Real Estate Investment Trusts
70622,Saundra,n/a
42270,Jacenta,Biotechnology: In Vitro & In Vivo Diagnostic Substances
55402,Rodney,Major Banks
29151,Chelsae,Hospital/Nursing Management
83112,Markos,Oil & Gas Production
10325,Shoshana,n/a
28886,Lancelot,Electric Utilities: Central
51953,Hillary,Electric Utilities: Central
90609,Gerri,Semiconductors
25840,Gail,Major Banks
84427,Bethanne,n/a
43288,Falkner,Ordnance And Accessories
14342,Tarrance,Semiconductors
15599,Chandal,Biotechnology: Commercial Physical & Biological Resarch
69284,Rudyard,n/a
58525,Frederick,Other Consumer Services
50994,Torey,Oil & Gas Production
27014,Selestina,Major Chemicals
24912,Cristobal,Savings Institutions
86748,Ruthann,Savings Institutions
80197,Van,Radio And Television Broadcasting And Communications Equipment
27059,Lucie,Packaged Foods
71657,Mateo,EDP Services
98977,Janella,Movies/Entertainment
92207,Robinett,Miscellaneous manufacturing industries
84499,Ayn,Recreational Products/Toys
65133,Cortie,Integrated oil Companies
51084,Rochelle,Electrical Products
30298,Goddard,Major Banks
16428,Oralla,Telecommunications Equipment
89063,Hakeem,Major Pharmaceuticals
54868,Octavius,Military/Government/Technical
21374,Darryl,Investment Bankers/Brokers/Service
35191,Penny,Major Banks
49428,Ulrich,Natural Gas Distribution
76666,Roderigo,Department/Specialty Retail Stores
81919,Sissy,Broadcasting
28707,Ignazio,Coal Mining
64931,Roderick,n/a
49737,Alix,Apparel
23920,Fawne,Semiconductors
24638,Salmon,Medical Specialities
19302,Elysia,Other Consumer Services
65865,Sindee,n/a
15071,Zak,Farming/Seeds/Milling
12057,Maren,Property-Casualty Insurers
53383,Percival,Precious Metals
99435,Emma,n/a
37314,Latrina,n/a
91108,Ollie,EDP Services
33302,Kaitlin,Agricultural Chemicals
78763,Della,Computer Software: Prepackaged Software
18798,Merci,Real Estate Investment Trusts
98759,Ernst,Catalog/Specialty Distribution
84587,Byrle,Business Services
97714,Catherina,Biotechnology: Laboratory Analytical Instruments
72047,Pris,n/a
74610,Schuyler,Savings Institutions
67824,Kaye,Natural Gas Distribution
40702,Jennee,Life Insurance
81807,Marissa,Marine Transportation
78815,Wyatan,n/a
98242,Donnie,Major Pharmaceuticals
26343,Isabelita,Real Estate Investment Trusts
29554,Lefty,Telecommunications Equipment
99128,Ranice,Diversified Commercial Services
90843,Garv,Computer Software: Prepackaged Software
36715,Alicea,Computer Software: Prepackaged Software
72869,Oberon,n/a
66286,Al,Industrial Machinery/Components
45428,Cristal,Other Specialty Stores
81937,Camala,n/a
92397,Inge,n/a
99523,Diannne,Major Pharmaceuticals
82522,Valentine,Oilfield Services/Equipment
94603,Virgil,Real Estate Investment Trusts
33016,Marrilee,n/a
47505,Josephine,"Computer Software: Programming, Data Processing"
74894,Ki,Telecommunications Equipment
16059,Irene,Building Materials
99179,Ollie,Medical/Dental Instruments
84072,Corabella,Major Pharmaceuticals
58664,Vyky,Medical Specialities
47325,Winny,Transportation Services
47059,Zachariah,Telecommunications Equipment
93514,Shelby,Other Consumer Services
16555,Bern,Metal Fabrications
43014,Malanie,Real Estate Investment Trusts
64566,Miles,n/a
69223,Stefa,n/a
80863,Rene,Engineering & Construction
58491,Enoch,Building operators
82935,Cheryl,Business Services
57071,Vanna,Savings Institutions
74826,Deidre,n/a
81039,Clarissa,n/a
20812,Fair,Specialty Chemicals
50757,Adaline,n/a
44765,Townie,EDP Services
11553,Lucilia,n/a
65671,Panchito,n/a
24948,Nonna,Major Banks
