AuthorID,AuthorName,Afilliation
10112,Blinni,Property-Casualty Insurers
10113,Sheri,n/a
10114,Agathe,Agricultural Chemicals
10115,Dennis,Marine Transportation
10116,Carmine,Real Estate Investment Trusts
10117,Kin,n/a
10118,Othello,Industrial Machinery/Components
10119,Augustin,Coal Mining
10120,Simeon,Hotels/Resorts
10121,Tiebold,Air Freight/Delivery Services
10122,Wynny,Semiconductors
10123,Upton,Biotechnology: Commercial Physical & Biological Resarch
10124,Berna,Marine Transportation
10125,Hilliard,n/a
10126,Arline,n/a
10127,Riobard,Investment Bankers/Brokers/Service
10128,Muhammad,Television Services
10129,Bendicty,Medical/Dental Instruments
10130,Estella,Radio And Television Broadcasting And Communications Equipment
10131,Kaycee,Major Pharmaceuticals
10132,Sissy,Business Services
10133,Thurston,Commercial Banks
10134,Callida,n/a
10135,Loy,Major Banks
10136,Duffie,n/a
10137,Oberon,Major Pharmaceuticals
10138,Jena,Telecommunications Equipment
10139,Valdemar,Investment Bankers/Brokers/Service
10140,Emiline,Home Furnishings
10141,Reidar,Other Consumer Services
10142,Gordie,Savings Institutions
10143,Courtnay,Oil & Gas Production
10144,Wayne,Medical Specialities
10145,Xaviera,Services-Misc. Amusement & Recreation
10146,Rodrique,n/a
10147,Nicolette,Real Estate Investment Trusts
10148,Sallyanne,Computer Software: Prepackaged Software
10149,Britt,"Computer Software: Programming, Data Processing"
10150,Skyler,Industrial Specialties
10151,Morry,n/a
10152,Ulla,Motor Vehicles
10153,Joli,Major Chemicals
10154,Marcelo,Recreational Products/Toys
10155,Jemimah,EDP Services
10156,Rhonda,Savings Institutions
10157,Markus,Food Distributors
10158,Lyndsay,n/a
10159,Loleta,Medical/Dental Instruments
10160,Bary,Biotechnology: Laboratory Analytical Instruments
10161,Malva,Television Services
10162,Greer,Industrial Machinery/Components
10163,Leeann,Semiconductors
10164,Cammy,"Computer Software: Programming, Data Processing"
10165,Elisabeth,Environmental Services
10166,Rianon,Computer Communications Equipment
10167,Ermanno,Military/Government/Technical
10168,Clemmy,Computer Software: Prepackaged Software
10169,Abby,Major Banks
10170,Silvain,Telecommunications Equipment
10171,Cassaundra,Major Pharmaceuticals
10172,Guthrey,Beverages (Production/Distribution)
10173,Amble,Industrial Specialties
10174,Gilberte,n/a
10175,Barbaraanne,Industrial Machinery/Components
10176,Purcell,Major Pharmaceuticals
10177,Anatola,Electric Utilities: Central
10178,Durward,Medical/Dental Instruments
10179,Anton,EDP Services
10180,Kalie,Major Pharmaceuticals
10181,Ward,Engineering & Construction
10182,Ilse,Major Chemicals
10183,Devland,Telecommunications Equipment
10184,Frasco,Biotechnology: Electromedical & Electrotherapeutic Apparatus
10185,Uri,Investment Bankers/Brokers/Service
10186,Suzi,Auto Parts:O.E.M.
10187,Darrell,Business Services
10188,Alanson,Computer Software: Prepackaged Software
10189,Evelyn,Electric Utilities: Central
10190,Sondra,Biotechnology: Electromedical & Electrotherapeutic Apparatus
10191,Renata,Restaurants
10192,Gerri,Real Estate Investment Trusts
10193,Matthaeus,n/a
10194,Felipe,Property-Casualty Insurers
10195,Willette,Other Consumer Services
10196,Emmery,Savings Institutions
10197,Wesley,Major Pharmaceuticals
10198,Phillis,Apparel
10199,Neely,Oil & Gas Production
10200,Wendye,Computer Manufacturing
10201,Madalyn,Life Insurance
10202,Engracia,Banks
10203,Caitrin,n/a
10204,Herbie,Beverages (Production/Distribution)
10205,Nathalie,Trucking Freight/Courier Services
10206,Abra,Major Banks
10207,Hildagard,Finance/Investors Services
10208,Amanda,n/a
10209,Noach,Semiconductors
10210,Enrika,Real Estate Investment Trusts
10211,Cherin,Broadcasting
10212,Sherye,Packaged Foods
10213,Bentley,n/a
10214,Raye,n/a
10215,Lynea,Oil/Gas Transmission
10216,Brynn,Oil & Gas Production
10217,Melantha,Specialty Chemicals
10218,Aldin,Major Banks
10219,Kurt,n/a
10220,Caresse,Semiconductors
10221,Ryun,Real Estate Investment Trusts
10222,Jodee,Industrial Machinery/Components
10223,Frannie,Commercial Banks
10224,Walsh,Real Estate
10225,Cornie,Industrial Specialties
10226,Shanna,n/a
10227,Tyne,n/a
10228,Fons,Industrial Machinery/Components
10229,Brigitta,Industrial Machinery/Components
10230,Jarrod,Oil & Gas Production
10231,Bryon,n/a
10232,Tommie,Finance: Consumer Services
10233,Cyndie,Business Services
10234,Donnamarie,n/a
10235,Ade,Radio And Television Broadcasting And Communications Equipment
10236,Humbert,Major Pharmaceuticals
10237,Lee,Finance: Consumer Services
10238,Glori,Air Freight/Delivery Services
10239,Datha,Containers/Packaging
10240,Perren,Major Chemicals
10241,Milli,Major Chemicals
10242,Rogers,Major Pharmaceuticals
10243,Davide,Biotechnology: Biological Products (No Diagnostic Substances)
10244,Dalis,Electronic Components
10245,Lorrie,Medical Specialities
10246,Octavia,Shoe Manufacturing
10247,Min,Beverages (Production/Distribution)
10248,Pail,Business Services
10249,Luis,Major Pharmaceuticals
10250,Kienan,n/a
10251,Quincey,n/a
10252,Emelyne,Finance: Consumer Services
10253,Sheffie,Auto Parts:O.E.M.
10254,Antoni,n/a
10255,Sheffie,Other Specialty Stores
10256,Sibley,Business Services
10257,Gene,Industrial Machinery/Components
10258,Herrick,Industrial Machinery/Components
10259,Karlene,Television Services
10260,Mitchael,Biotechnology: Biological Products (No Diagnostic Substances)
10261,Angelico,Textiles
10262,Mauricio,n/a
10263,Shirley,n/a
10264,Garrek,Major Pharmaceuticals
10265,Gan,Business Services
10266,Jermaine,Major Banks
10267,Gerty,n/a
10268,Sorcha,Major Pharmaceuticals
10269,Dyna,Building Materials
10270,Kanya,Coal Mining
10271,Amby,Water Supply
10272,Clary,Steel/Iron Ore
10273,Nathalia,Precious Metals
10274,Vernon,Other Consumer Services
10275,Emmery,n/a
10276,Morgan,Newspapers/Magazines
10277,Tonnie,Major Pharmaceuticals
10278,Marci,Environmental Services
10279,Joye,n/a
10280,Ileana,Precision Instruments
10281,Cleo,Department/Specialty Retail Stores
10282,Emalia,Packaged Foods
10283,Jocelin,n/a
10284,Dore,Savings Institutions
10285,Woody,Professional Services
10286,Germaine,Containers/Packaging
10287,Roma,n/a
10288,Thibaut,Medical/Dental Instruments
10289,Birgit,n/a
10290,Cleavland,Real Estate Investment Trusts
10291,Woodie,Biotechnology: Biological Products (No Diagnostic Substances)
10292,Molli,Industrial Specialties
10293,Edwina,n/a
10294,Sherm,Major Banks
10295,Benjie,Major Banks
10296,Tibold,Newspapers/Magazines
10297,Constantine,n/a
10298,Fair,Marine Transportation
10299,Casey,Food Distributors
10300,Mack,Major Pharmaceuticals
10301,Deni,Industrial Machinery/Components
10302,Nicky,Semiconductors
10303,Fanchon,n/a
10304,Rosie,Medical/Dental Instruments
10305,Erika,Services-Misc. Amusement & Recreation
10306,Othella,Oil & Gas Production
10307,Jacquie,Consumer Specialties
10308,Celeste,Natural Gas Distribution
10309,Sindee,Hospital/Nursing Management
10310,Tansy,n/a
10311,Ruben,Medical Specialities
10312,Clio,Finance: Consumer Services
10313,Sebastiano,Computer Software: Prepackaged Software
10314,Robbie,Marine Transportation
10315,Kirk,Electronic Components
10316,Elvyn,Aerospace
10317,Ezmeralda,Medical Specialities
10318,Linzy,Biotechnology: Biological Products (No Diagnostic Substances)
10319,Ora,Industrial Machinery/Components
10320,Gert,Major Pharmaceuticals
10321,Merrick,EDP Services
10322,Mead,Investment Managers
10323,Rafe,Building Materials
10324,Rivy,Computer Software: Prepackaged Software
10325,Laird,n/a
10326,Alysia,Major Pharmaceuticals
10327,Maria,Industrial Machinery/Components
10328,Jasmin,Investment Managers
10329,Nichole,Marine Transportation
10330,Jorgan,EDP Services
10331,Cthrine,n/a
10332,Mikey,Transportation Services
10333,Reggie,EDP Services
10334,Lora,Life Insurance
10335,Beatrix,Water Supply
10336,Caresse,Semiconductors
10337,Brandtr,n/a
10338,Alejoa,Office Equipment/Supplies/Services
10339,Johnathan,n/a
10340,Augustina,Apparel
10341,Laurella,Oil & Gas Production
10342,Brant,Real Estate Investment Trusts
10343,Livvie,Major Pharmaceuticals
10344,Tessy,Property-Casualty Insurers
10345,Inglis,n/a
10346,Cammy,Industrial Machinery/Components
10347,Felike,n/a
10348,Josh,Computer Software: Prepackaged Software
10349,Janelle,n/a
10350,Ingrid,Oil & Gas Production
10351,Emlynne,Finance: Consumer Services
10352,Ezmeralda,Hospital/Nursing Management
10353,Estele,Biotechnology: Electromedical & Electrotherapeutic Apparatus
10354,Dore,Investment Managers
10355,Esmeralda,Real Estate Investment Trusts
10356,Johnny,n/a
10357,Rania,Restaurants
10358,Jerome,Oil & Gas Production
10359,Raff,Food Distributors
10360,Denis,Office Equipment/Supplies/Services
10361,Kayley,Property-Casualty Insurers
10362,Joli,Major Banks
10363,Barbey,Telecommunications Equipment
10364,Chandra,n/a
10365,Danyelle,Major Pharmaceuticals
10366,Alanna,Package Goods/Cosmetics
10367,Frederick,n/a
10368,Casey,EDP Services
10369,Hollie,Diversified Commercial Services
10370,Chalmers,Advertising
10371,Lisette,Medical/Dental Instruments
10372,Thibaut,Real Estate
10373,Patin,Investment Managers
10374,Thorpe,Major Banks
10375,Hermione,n/a
10376,Jany,Other Consumer Services
10377,Parry,Business Services
10378,Ardra,Finance: Consumer Services
10379,Alexis,Beverages (Production/Distribution)
10380,Cosmo,Electric Utilities: Central
10381,Pauline,EDP Services
10382,Abbi,Meat/Poultry/Fish
10383,Wilburt,Military/Government/Technical
10384,Bell,Department/Specialty Retail Stores
10385,Devin,Major Banks
10386,Aluin,Finance: Consumer Services
10387,Egor,Major Chemicals
10388,Lorita,Metal Fabrications
10389,Fred,n/a
10390,Reagen,Recreational Products/Toys
10391,Bobbie,n/a
10392,Carolyn,Major Pharmaceuticals
10393,Romona,Telecommunications Equipment
10394,Issiah,Computer peripheral equipment
10395,Kearney,Real Estate Investment Trusts
10396,Oriana,n/a
10397,Myrle,Catalog/Specialty Distribution
10398,Walker,n/a
10399,Ramon,Motor Vehicles
10400,Tremaine,Farming/Seeds/Milling
10401,Brenna,Restaurants
10402,Gay,Medical Specialities
10403,Ashlen,Home Furnishings
10404,Emlen,Industrial Machinery/Components
10405,Syd,Investment Bankers/Brokers/Service
10406,Malina,Major Pharmaceuticals
10407,Corly,Oil & Gas Production
10408,Kasper,Beverages (Production/Distribution)
10409,Laural,Business Services
10410,Randy,Computer Software: Prepackaged Software
10411,Chere,Other Pharmaceuticals
10412,Joey,Real Estate
10413,Kelsy,Medical/Dental Instruments
10414,Chelsie,n/a
10415,North,Real Estate
10416,Bendite,EDP Services
10417,Bradly,n/a
10418,Eveleen,Aerospace
10419,Cristin,Electrical Products
10420,Georgeanne,Major Banks
10421,Lazar,n/a
10422,Lionello,Packaged Foods
10423,Bethany,Telecommunications Equipment
10424,Delly,n/a
10425,Katina,n/a
10426,Ardith,Auto Manufacturing
10427,Emelyne,Major Pharmaceuticals
10428,Adeline,Building Materials
10429,Mahmud,Broadcasting
10430,Dalila,Major Pharmaceuticals
10431,Leonidas,Semiconductors
10432,Emmye,Oilfield Services/Equipment
10433,Gilberto,Oil & Gas Production
10434,Joyan,Natural Gas Distribution
10435,Neala,Savings Institutions
10436,Woodman,Precious Metals
10437,Nonnah,Hospital/Nursing Management
10438,Mariya,Telecommunications Equipment
10439,Shannon,n/a
10440,Lavinia,Tobacco
10441,Broderic,Finance Companies
10442,Virgie,Oil & Gas Production
10443,Liana,Restaurants
10444,Euphemia,Ordnance And Accessories
10445,Matias,Packaged Foods
10446,Jayne,Food Chains
10447,Murvyn,n/a
10448,Tremayne,Investment Managers
10449,Farr,Savings Institutions
10450,Issie,n/a
10451,Margaret,Major Banks
10452,Braden,n/a
10453,Nert,Finance: Consumer Services
10454,Reagan,Biotechnology: Electromedical & Electrotherapeutic Apparatus
10455,Allina,Computer Software: Prepackaged Software
10456,Virgie,Major Banks
10457,Reid,Medical/Dental Instruments
10458,Euphemia,Real Estate Investment Trusts
10459,Bartel,n/a
10460,Roxanne,Other Consumer Services
10461,Willette,Oil & Gas Production
10462,Zaria,Broadcasting
10463,Sabine,n/a
10464,Elissa,Other Specialty Stores
10465,Reginauld,Real Estate Investment Trusts
10466,Shantee,Metal Fabrications
10467,Merralee,n/a
10468,Linnet,Computer peripheral equipment
10469,Felicity,Marine Transportation
10470,Wallas,n/a
10471,Muffin,Oilfield Services/Equipment
10472,Kati,Department/Specialty Retail Stores
10473,Joshia,n/a
10474,Phil,Major Pharmaceuticals
10475,Benoite,Services-Misc. Amusement & Recreation
10476,Ronalda,Railroads
10477,Clemmie,Steel/Iron Ore
10478,Patrizius,Metal Fabrications
10479,Mamie,Industrial Machinery/Components
10480,Fredrick,Telecommunications Equipment
10481,Renado,Major Pharmaceuticals
10482,Karmen,Real Estate Investment Trusts
10483,Breanne,Telecommunications Equipment
10484,Margery,Major Pharmaceuticals
10485,Alida,Industrial Machinery/Components
10486,Kaia,Major Pharmaceuticals
10487,Dasie,n/a
10488,Vick,n/a
10489,Reeta,"Computer Software: Programming, Data Processing"
10490,Valry,Major Banks
10491,Aarika,RETAIL: Building Materials
10492,Maximo,Electrical Products
10493,Tabby,Commercial Banks
10494,Nikolos,Property-Casualty Insurers
10495,Gabriel,Industrial Machinery/Components
10496,Dorolice,Building Materials
10497,Christye,Business Services
10498,Evelin,Computer Software: Prepackaged Software
10499,Marji,n/a
10500,Daisi,Catalog/Specialty Distribution
10501,Dulce,n/a
10502,Carolyne,n/a
10503,Fionnula,Power Generation
10504,Dreddy,Computer Manufacturing
10505,Thurston,Oil & Gas Production
10506,Modestia,Major Pharmaceuticals
10507,Lenard,Radio And Television Broadcasting And Communications Equipment
10508,Jo-ann,Clothing/Shoe/Accessory Stores
10509,Crichton,Savings Institutions
10510,Renard,n/a
10511,Jordon,n/a
10512,Nata,n/a
10513,Clarette,Military/Government/Technical
10514,Sybille,Real Estate Investment Trusts
10515,Bruce,Marine Transportation
10516,Eartha,Medical/Dental Instruments
10517,Glenda,Advertising
10518,Shellysheldon,Business Services
10519,Vlad,Apparel
10520,Amargo,Telecommunications Equipment
10521,Mary,Major Banks
10522,Pembroke,Investment Bankers/Brokers/Service
10523,Clarke,Telecommunications Equipment
10524,Alina,Trucking Freight/Courier Services
10525,Ollie,Biotechnology: In Vitro & In Vivo Diagnostic Substances
10526,Niles,Telecommunications Equipment
10527,Aigneis,Major Banks
10528,Shirlene,Major Pharmaceuticals
10529,Jacenta,Electric Utilities: Central
10530,Adolpho,Industrial Machinery/Components
10531,Blair,n/a
10532,Rhiamon,Business Services
10533,Arabel,Medical/Dental Instruments
10534,Bale,Television Services
10535,Blane,Containers/Packaging
10536,Troy,n/a
10537,Letizia,Hospital/Nursing Management
10538,Wayland,Air Freight/Delivery Services
10539,Skye,n/a
10540,Corabella,Electrical Products
10541,Lilias,Beverages (Production/Distribution)
10542,Amaleta,Business Services
10543,Antonie,n/a
10544,Flory,n/a
10545,Catherina,Major Pharmaceuticals
10546,Ruth,EDP Services
10547,Pierre,"Computer Software: Programming, Data Processing"
10548,Niki,Major Pharmaceuticals
10549,Merrill,EDP Services
10550,Fax,Real Estate Investment Trusts
10551,Hali,Building Products
10552,Claude,Real Estate Investment Trusts
10553,Ty,Other Consumer Services
10554,Kassandra,n/a
10555,Morse,Investment Bankers/Brokers/Service
10556,Dayle,Oil & Gas Production
10557,Sherline,Biotechnology: Electromedical & Electrotherapeutic Apparatus
10558,Fae,Property-Casualty Insurers
10559,Jo-anne,Major Banks
10560,Fredrick,Military/Government/Technical
10561,Markos,Aerospace
10562,Marshal,Major Banks
10563,Tonya,Multi-Sector Companies
10564,Herschel,n/a
10565,Wendall,Electric Utilities: Central
10566,Gian,Industrial Machinery/Components
10567,Jens,Clothing/Shoe/Accessory Stores
10568,Magdalene,n/a
10569,Augy,Electrical Products
10570,Jewel,Coal Mining
10571,Hyacintha,n/a
10572,Willa,n/a
10573,Savina,Restaurants
10574,Artus,Military/Government/Technical
10575,Bevan,Newspapers/Magazines
10576,Heather,Business Services
10577,Reinald,n/a
10578,Ferrell,Metal Fabrications
10579,Ahmed,Major Banks
10580,Bobbie,Air Freight/Delivery Services
10581,Noel,Beverages (Production/Distribution)
10582,Rowena,Other Consumer Services
10583,Evania,Oil & Gas Production
10584,Maggee,Restaurants
10585,Orion,n/a
10586,Joachim,Oil & Gas Production
10587,Abigail,n/a
10588,Hurleigh,Power Generation
10589,Nikki,Other Consumer Services
10590,Marcie,Computer Software: Prepackaged Software
10591,Tamarra,n/a
10592,Reginald,Major Pharmaceuticals
10593,Rik,Precious Metals
10594,Ruby,Metal Fabrications
10595,Anne-corinne,Major Pharmaceuticals
10596,Silvio,Medical/Dental Instruments
10597,Calypso,Containers/Packaging
10598,Linzy,Major Banks
10599,Daryn,n/a
10600,Lavina,n/a
10601,Roshelle,Building operators
10602,Cassandra,Major Banks
10603,Nomi,n/a
10604,Bethena,Marine Transportation
10605,Caron,n/a
10606,Whitby,Metal Fabrications
10607,Siward,Major Banks
10608,Abdel,Electrical Products
10609,Coretta,Major Banks
10610,Brewer,Industrial Machinery/Components
10611,Natalie,Life Insurance
10612,Wrennie,n/a
10613,Brnaba,Containers/Packaging
10614,Marcos,n/a
10615,Kara-lynn,n/a
10616,Amitie,Integrated oil Companies
10617,Sheffield,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
10618,Roselin,Telecommunications Equipment
10619,Perle,Investment Bankers/Brokers/Service
10620,Rochette,Computer Software: Prepackaged Software
10621,Rosanne,Major Pharmaceuticals
10622,Wilhelm,Restaurants
10623,Normie,n/a
10624,Lisetta,n/a
10625,Flossie,Major Pharmaceuticals
10626,Cletus,Major Pharmaceuticals
10627,Essie,Real Estate Investment Trusts
10628,Didi,Diversified Commercial Services
10629,Demott,Industrial Machinery/Components
10630,Flin,n/a
10631,Juieta,Investment Managers
10632,Gram,Homebuilding
10633,Cully,Major Pharmaceuticals
10634,Naomi,n/a
10635,Stefano,Semiconductors
10636,Susi,n/a
10637,Perri,n/a
10638,Madella,Major Banks
10639,Melisande,Major Pharmaceuticals
10640,Curtice,Metal Fabrications
10641,Federico,n/a
10642,Chic,Home Furnishings
10643,Christean,Specialty Insurers
10644,Charlotte,Biotechnology: Biological Products (No Diagnostic Substances)
10645,Zollie,Major Pharmaceuticals
10646,Barnett,"Computer Software: Programming, Data Processing"
10647,Adelbert,Medical/Dental Instruments
10648,Glenden,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
10649,Joan,Major Banks
10650,Brewster,Real Estate Investment Trusts
10651,Tamiko,n/a
10652,Torrin,Business Services
10653,Brien,Major Pharmaceuticals
10654,Dom,Newspapers/Magazines
10655,Ashla,n/a
10656,Gnni,Beverages (Production/Distribution)
10657,Vonny,n/a
10658,Perrine,n/a
10659,Gun,Biotechnology: Electromedical & Electrotherapeutic Apparatus
10660,Hunter,Metal Fabrications
10661,Katerina,Oil & Gas Production
10662,Herrick,Major Pharmaceuticals
10663,Niles,Banks
10664,Cathryn,Biotechnology: Biological Products (No Diagnostic Substances)
10665,Nehemiah,n/a
10666,Jay,Oil & Gas Production
10667,Caroline,Real Estate Investment Trusts
10668,Sydel,Business Services
10669,Doralyn,Oil & Gas Production
10670,Zared,Industrial Specialties
10671,Helli,Broadcasting
10672,Merilee,Real Estate
10673,Perri,Department/Specialty Retail Stores
10674,Francene,n/a
10675,Adelle,Business Services
10676,Trent,Real Estate Investment Trusts
10677,Llywellyn,n/a
10678,Alic,EDP Services
10679,Jennie,Oil & Gas Production
10680,Henderson,Air Freight/Delivery Services
10681,Indira,Commercial Banks
10682,Hermine,Major Pharmaceuticals
10683,Alida,Telecommunications Equipment
10684,Pyotr,"Computer Software: Programming, Data Processing"
10685,Livvyy,n/a
10686,Konstance,Property-Casualty Insurers
10687,Cherie,Auto Manufacturing
10688,Rhodie,Radio And Television Broadcasting And Communications Equipment
10689,Shelton,n/a
10690,Christel,Medical Specialities
10691,Godfry,Air Freight/Delivery Services
10692,Kristy,Major Chemicals
10693,Pace,Business Services
10694,Joelie,Other Specialty Stores
10695,Gussi,n/a
10696,Galina,Business Services
10697,Brett,n/a
10698,Georges,Auto Parts:O.E.M.
10699,Thekla,Industrial Machinery/Components
10700,Bliss,n/a
10701,Nanette,n/a
10702,Andy,Marine Transportation
10703,Paulie,n/a
10704,Sigismund,Investment Managers
10705,Dore,Investment Bankers/Brokers/Service
10706,Valentine,n/a
10707,Coreen,Telecommunications Equipment
10708,Pavlov,Biotechnology: In Vitro & In Vivo Diagnostic Substances
10709,Kerby,Semiconductors
10710,Kori,Major Banks
10711,Harlen,Other Pharmaceuticals
10712,Valdemar,Catalog/Specialty Distribution
10713,Lucio,Precious Metals
10714,Ulrike,n/a
10715,Caron,n/a
10716,Sam,Biotechnology: Electromedical & Electrotherapeutic Apparatus
10717,Melisent,n/a
10718,Chrissie,Marine Transportation
10719,Sonny,Water Supply
10720,Brander,n/a
10721,Elmore,Engineering & Construction
10722,Seymour,n/a
10723,Imojean,Biotechnology: Biological Products (No Diagnostic Substances)
10724,Dara,Air Freight/Delivery Services
10725,Annelise,Savings Institutions
10726,Marten,Hospital/Nursing Management
10727,Lewes,Water Supply
10728,Lucila,Business Services
10729,Susann,Medical/Dental Instruments
10730,Sunny,n/a
10731,Rory,Other Consumer Services
10732,Marge,Services-Misc. Amusement & Recreation
10733,Lauretta,Major Pharmaceuticals
10734,Cathyleen,Investment Managers
10735,Aharon,n/a
10736,Brietta,Major Banks
10737,Allys,Integrated oil Companies
10738,Karena,Real Estate
10739,Cahra,Hotels/Resorts
10740,Nerte,Banks
10741,Lawton,n/a
10742,Abram,n/a
10743,Deonne,EDP Services
10744,Rafe,Television Services
10745,Lennard,Military/Government/Technical
10746,Desmond,Specialty Insurers
10747,Minny,Oil & Gas Production
10748,Eloisa,Department/Specialty Retail Stores
10749,Buddie,Real Estate
10750,Merilyn,Oilfield Services/Equipment
10751,Devora,Oil Refining/Marketing
10752,Petronille,Biotechnology: Biological Products (No Diagnostic Substances)
10753,Jodi,Major Banks
10754,Orazio,Life Insurance
10755,Nowell,n/a
10756,Nanete,Semiconductors
10757,Vonni,Major Pharmaceuticals
10758,Shirleen,n/a
10759,Siouxie,Military/Government/Technical
10760,Jonie,Electric Utilities: Central
10761,Cecilla,Business Services
10762,Horatius,Homebuilding
10763,Lidia,Radio And Television Broadcasting And Communications Equipment
10764,Cloe,Semiconductors
10765,Joly,Shoe Manufacturing
10766,Pace,Semiconductors
10767,Valeria,n/a
10768,Clerissa,EDP Services
10769,Gusti,Professional Services
10770,Lida,Accident &Health Insurance
10771,Lelah,Business Services
10772,Lolly,n/a
10773,Noah,Savings Institutions
10774,Jessa,Construction/Ag Equipment/Trucks
10775,Valery,n/a
10776,Brigg,n/a
10777,Dino,n/a
10778,Ezechiel,Oil & Gas Production
10779,Boony,Clothing/Shoe/Accessory Stores
10780,Irwinn,n/a
10781,Walther,n/a
10782,Kalila,n/a
10783,Etheline,n/a
10784,Hortensia,n/a
10785,Marcella,Biotechnology: Biological Products (No Diagnostic Substances)
10786,Gillie,n/a
10787,Becca,Computer Software: Prepackaged Software
10788,Cecil,Major Pharmaceuticals
10789,Herminia,Telecommunications Equipment
10790,Annaliese,Industrial Machinery/Components
10791,Liva,Restaurants
10792,Marcella,Meat/Poultry/Fish
10793,Franklyn,Real Estate
10794,Florri,n/a
10795,Johny,Major Banks
10796,Gisella,Food Chains
10797,Paton,Steel/Iron Ore
10798,Dannie,EDP Services
10799,Abagail,Natural Gas Distribution
10800,Bonnie,Investment Managers
10801,Fred,Hospital/Nursing Management
10802,Glynda,Major Banks
10803,Huntington,Computer Manufacturing
10804,Steffie,Business Services
10805,Sharron,Major Pharmaceuticals
10806,Ferguson,Electric Utilities: Central
10807,Alyss,Biotechnology: Biological Products (No Diagnostic Substances)
10808,Elvyn,Savings Institutions
10809,Rafa,Telecommunications Equipment
10810,Josie,Electric Utilities: Central
10811,Kristian,n/a
10812,Arney,Marine Transportation
10813,Carin,Agricultural Chemicals
10814,Laney,Trucking Freight/Courier Services
10815,Blondie,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
10816,Anabella,n/a
